ac_no,ac_name,total_electors,polling_station,candidate,votes,total_valid_votes,rejected_votes,nota_votes,total_votes_cast,source_pdf
34,,,100(A),GOPAL CHUNARY,5,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,100(A),NAMALA KANTA SARKAR,2,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,100(A),ALEN SARKAR,1,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,100(A),Dilip Chandra Ray,2,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,100(A),SHYAMA SARKAR,1,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,100(A),SUDHIR SARKAR,8,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,100(A),SURESH BARMAN,3,543.0,0.0,7.0,550.0,34_Form20.pdf
34,,,101,TAPAN DEB SINGHA,213,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,PRAVASH SARKAR,97,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,SOUMEN ROY,536,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,GOPAL CHUNARY,4,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,NAMALA KANTA SARKAR,2,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,ALEN SARKAR,2,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,Dilip Chandra Ray,6,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,SHYAMA SARKAR,7,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,SUDHIR SARKAR,11,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,101,SURESH BARMAN,4,882.0,0.0,15.0,897.0,34_Form20.pdf
34,,,102,TAPAN DEB SINGHA,139,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,PRAVASH SARKAR,145,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,SOUMEN ROY,305,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,GOPAL CHUNARY,3,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,NAMALA KANTA SARKAR,3,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,ALEN SARKAR,2,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,Dilip Chandra Ray,2,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,SHYAMA SARKAR,3,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,SUDHIR SARKAR,33,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,102,SURESH BARMAN,1,638.0,0.0,6.0,644.0,34_Form20.pdf
34,,,103,TAPAN DEB SINGHA,202,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,PRAVASH SARKAR,88,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,SOUMEN ROY,452,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,GOPAL CHUNARY,5,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,NAMALA KANTA SARKAR,2,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,ALEN SARKAR,2,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,Dilip Chandra Ray,3,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,SHYAMA SARKAR,3,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,SUDHIR SARKAR,17,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,103,SURESH BARMAN,5,777.0,0.0,4.0,781.0,34_Form20.pdf
34,,,104,TAPAN DEB SINGHA,444,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,PRAVASH SARKAR,107,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,SOUMEN ROY,175,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,GOPAL CHUNARY,1,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,NAMALA KANTA SARKAR,1,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,ALEN SARKAR,3,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,Dilip Chandra Ray,3,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,SHYAMA SARKAR,1,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,SUDHIR SARKAR,5,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,104,SURESH BARMAN,0,740.0,0.0,11.0,751.0,34_Form20.pdf
34,,,105,TAPAN DEB SINGHA,185,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,PRAVASH SARKAR,163,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,SOUMEN ROY,182,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,GOPAL CHUNARY,5,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,NAMALA KANTA SARKAR,1,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,ALEN SARKAR,1,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,Dilip Chandra Ray,1,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,SHYAMA SARKAR,1,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,SUDHIR SARKAR,10,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105,SURESH BARMAN,6,555.0,0.0,2.0,557.0,34_Form20.pdf
34,,,105(A),TAPAN DEB SINGHA,84,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),PRAVASH SARKAR,132,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),SOUMEN ROY,284,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),GOPAL CHUNARY,1,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),NAMALA KANTA SARKAR,1,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),ALEN SARKAR,2,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),Dilip Chandra Ray,1,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),SHYAMA SARKAR,0,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),SUDHIR SARKAR,10,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,105(A),SURESH BARMAN,3,518.0,0.0,4.0,522.0,34_Form20.pdf
34,,,106,TAPAN DEB SINGHA,192,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,PRAVASH SARKAR,116,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,SOUMEN ROY,209,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,GOPAL CHUNARY,0,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,NAMALA KANTA SARKAR,1,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,ALEN SARKAR,13,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,Dilip Chandra Ray,2,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,SHYAMA SARKAR,0,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,SUDHIR SARKAR,10,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106,SURESH BARMAN,1,544.0,0.0,8.0,552.0,34_Form20.pdf
34,,,106(A),TAPAN DEB SINGHA,249,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),PRAVASH SARKAR,104,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),SOUMEN ROY,174,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),GOPAL CHUNARY,2,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),NAMALA KANTA SARKAR,1,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),ALEN SARKAR,2,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),Dilip Chandra Ray,1,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),SHYAMA SARKAR,1,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),SUDHIR SARKAR,2,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,106(A),SURESH BARMAN,0,536.0,0.0,4.0,540.0,34_Form20.pdf
34,,,107,TAPAN DEB SINGHA,396,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,PRAVASH SARKAR,46,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,SOUMEN ROY,411,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,GOPAL CHUNARY,9,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,NAMALA KANTA SARKAR,0,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,ALEN SARKAR,2,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,Dilip Chandra Ray,4,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,SHYAMA SARKAR,1,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,SUDHIR SARKAR,8,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,107,SURESH BARMAN,1,878.0,0.0,6.0,884.0,34_Form20.pdf
34,,,108,TAPAN DEB SINGHA,157,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,PRAVASH SARKAR,97,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,SOUMEN ROY,221,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,GOPAL CHUNARY,3,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,NAMALA KANTA SARKAR,2,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,ALEN SARKAR,0,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,Dilip Chandra Ray,0,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,SHYAMA SARKAR,0,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,SUDHIR SARKAR,6,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,108,SURESH BARMAN,4,490.0,0.0,9.0,499.0,34_Form20.pdf
34,,,109,TAPAN DEB SINGHA,180,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,PRAVASH SARKAR,128,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,SOUMEN ROY,298,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,GOPAL CHUNARY,5,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,NAMALA KANTA SARKAR,0,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,ALEN SARKAR,1,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,Dilip Chandra Ray,2,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,SHYAMA SARKAR,5,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,SUDHIR SARKAR,7,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,109,SURESH BARMAN,5,631.0,0.0,4.0,635.0,34_Form20.pdf
34,,,110,TAPAN DEB SINGHA,495,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,PRAVASH SARKAR,28,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,SOUMEN ROY,149,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,GOPAL CHUNARY,4,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,NAMALA KANTA SARKAR,0,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,ALEN SARKAR,2,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,Dilip Chandra Ray,0,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,SHYAMA SARKAR,1,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,SUDHIR SARKAR,2,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,110,SURESH BARMAN,0,681.0,0.0,8.0,689.0,34_Form20.pdf
34,,,111,TAPAN DEB SINGHA,369,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,PRAVASH SARKAR,35,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,SOUMEN ROY,303,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,GOPAL CHUNARY,1,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,NAMALA KANTA SARKAR,0,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,ALEN SARKAR,3,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,Dilip Chandra Ray,2,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,SHYAMA SARKAR,1,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,SUDHIR SARKAR,9,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,111,SURESH BARMAN,3,726.0,0.0,9.0,735.0,34_Form20.pdf
34,,,112,TAPAN DEB SINGHA,147,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,PRAVASH SARKAR,42,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,SOUMEN ROY,636,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,GOPAL CHUNARY,2,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,NAMALA KANTA SARKAR,0,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,ALEN SARKAR,4,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,Dilip Chandra Ray,2,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,SHYAMA SARKAR,8,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,SUDHIR SARKAR,6,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,112,SURESH BARMAN,5,852.0,0.0,9.0,861.0,34_Form20.pdf
34,,,113,TAPAN DEB SINGHA,397,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,PRAVASH SARKAR,13,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,SOUMEN ROY,120,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,GOPAL CHUNARY,0,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,NAMALA KANTA SARKAR,0,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,ALEN SARKAR,0,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,Dilip Chandra Ray,1,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,SHYAMA SARKAR,0,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,SUDHIR SARKAR,2,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113,SURESH BARMAN,1,534.0,0.0,2.0,536.0,34_Form20.pdf
34,,,113(A),TAPAN DEB SINGHA,151,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),PRAVASH SARKAR,10,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),SOUMEN ROY,354,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),GOPAL CHUNARY,5,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),NAMALA KANTA SARKAR,2,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),ALEN SARKAR,3,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),Dilip Chandra Ray,4,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),SHYAMA SARKAR,5,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),SUDHIR SARKAR,9,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,113(A),SURESH BARMAN,2,545.0,0.0,7.0,552.0,34_Form20.pdf
34,,,114,TAPAN DEB SINGHA,367,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,PRAVASH SARKAR,26,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,SOUMEN ROY,156,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,GOPAL CHUNARY,0,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,NAMALA KANTA SARKAR,2,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,ALEN SARKAR,0,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,Dilip Chandra Ray,0,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,SHYAMA SARKAR,0,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,SUDHIR SARKAR,5,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114,SURESH BARMAN,0,556.0,0.0,6.0,562.0,34_Form20.pdf
34,,,114(A),TAPAN DEB SINGHA,415,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),PRAVASH SARKAR,58,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),SOUMEN ROY,96,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),GOPAL CHUNARY,1,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),NAMALA KANTA SARKAR,2,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),ALEN SARKAR,1,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),Dilip Chandra Ray,3,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),SHYAMA SARKAR,2,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),SUDHIR SARKAR,7,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,114(A),SURESH BARMAN,2,587.0,0.0,4.0,591.0,34_Form20.pdf
34,,,115,TAPAN DEB SINGHA,524,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,PRAVASH SARKAR,49,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,SOUMEN ROY,171,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,GOPAL CHUNARY,3,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,NAMALA KANTA SARKAR,0,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,ALEN SARKAR,0,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,Dilip Chandra Ray,1,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,SHYAMA SARKAR,1,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,SUDHIR SARKAR,2,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,115,SURESH BARMAN,2,752.0,0.0,8.0,760.0,34_Form20.pdf
34,,,116,TAPAN DEB SINGHA,169,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,PRAVASH SARKAR,49,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,SOUMEN ROY,219,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,GOPAL CHUNARY,0,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,NAMALA KANTA SARKAR,0,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,ALEN SARKAR,0,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,Dilip Chandra Ray,2,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,SHYAMA SARKAR,0,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,SUDHIR SARKAR,12,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,116,SURESH BARMAN,0,451.0,0.0,3.0,454.0,34_Form20.pdf
34,,,117,TAPAN DEB SINGHA,225,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,PRAVASH SARKAR,19,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,SOUMEN ROY,264,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,GOPAL CHUNARY,2,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,NAMALA KANTA SARKAR,1,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,ALEN SARKAR,3,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,Dilip Chandra Ray,3,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,SHYAMA SARKAR,0,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,SUDHIR SARKAR,10,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117,SURESH BARMAN,2,529.0,0.0,6.0,535.0,34_Form20.pdf
34,,,117(A),TAPAN DEB SINGHA,191,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),PRAVASH SARKAR,17,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),SOUMEN ROY,287,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),GOPAL CHUNARY,5,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),NAMALA KANTA SARKAR,2,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),ALEN SARKAR,2,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),Dilip Chandra Ray,1,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),SHYAMA SARKAR,2,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),SUDHIR SARKAR,9,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,117(A),SURESH BARMAN,3,519.0,0.0,5.0,524.0,34_Form20.pdf
34,,,118,TAPAN DEB SINGHA,258,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,PRAVASH SARKAR,10,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,SOUMEN ROY,452,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,GOPAL CHUNARY,1,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,NAMALA KANTA SARKAR,0,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,ALEN SARKAR,0,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,Dilip Chandra Ray,3,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,SHYAMA SARKAR,3,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,SUDHIR SARKAR,8,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,118,SURESH BARMAN,4,739.0,0.0,9.0,748.0,34_Form20.pdf
34,,,119,TAPAN DEB SINGHA,77,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,PRAVASH SARKAR,15,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,SOUMEN ROY,233,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,GOPAL CHUNARY,3,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,NAMALA KANTA SARKAR,2,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,ALEN SARKAR,0,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,Dilip Chandra Ray,1,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,SHYAMA SARKAR,1,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,SUDHIR SARKAR,5,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,119,SURESH BARMAN,2,339.0,0.0,6.0,345.0,34_Form20.pdf
34,,,120,TAPAN DEB SINGHA,334,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,PRAVASH SARKAR,62,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,SOUMEN ROY,413,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,GOPAL CHUNARY,2,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,NAMALA KANTA SARKAR,1,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,ALEN SARKAR,4,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,Dilip Chandra Ray,0,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,SHYAMA SARKAR,5,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,SUDHIR SARKAR,14,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,120,SURESH BARMAN,4,839.0,0.0,14.0,853.0,34_Form20.pdf
34,,,121,TAPAN DEB SINGHA,343,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,PRAVASH SARKAR,61,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,SOUMEN ROY,351,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,GOPAL CHUNARY,4,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,NAMALA KANTA SARKAR,6,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,ALEN SARKAR,2,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,Dilip Chandra Ray,1,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,SHYAMA SARKAR,5,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,SUDHIR SARKAR,15,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,121,SURESH BARMAN,11,799.0,0.0,14.0,813.0,34_Form20.pdf
34,,,122,TAPAN DEB SINGHA,481,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,PRAVASH SARKAR,68,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,SOUMEN ROY,205,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,GOPAL CHUNARY,4,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,NAMALA KANTA SARKAR,0,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,ALEN SARKAR,0,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,Dilip Chandra Ray,3,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,SHYAMA SARKAR,1,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,SUDHIR SARKAR,1,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,122,SURESH BARMAN,2,765.0,0.0,3.0,768.0,34_Form20.pdf
34,,,123,TAPAN DEB SINGHA,169,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,PRAVASH SARKAR,17,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,SOUMEN ROY,310,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,GOPAL CHUNARY,0,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,NAMALA KANTA SARKAR,0,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,ALEN SARKAR,0,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,Dilip Chandra Ray,1,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,SHYAMA SARKAR,0,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,SUDHIR SARKAR,5,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123,SURESH BARMAN,0,504.0,0.0,3.0,507.0,34_Form20.pdf
34,,,123(A),TAPAN DEB SINGHA,202,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),PRAVASH SARKAR,11,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),SOUMEN ROY,360,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),GOPAL CHUNARY,4,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),NAMALA KANTA SARKAR,0,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),ALEN SARKAR,2,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),Dilip Chandra Ray,4,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),SHYAMA SARKAR,0,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),SUDHIR SARKAR,9,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,123(A),SURESH BARMAN,1,593.0,0.0,1.0,594.0,34_Form20.pdf
34,,,124,TAPAN DEB SINGHA,498,528.0,0.0,6.0,534.0,34_Form20.pdf
34,,,124,PRAVASH SARKAR,25,528.0,0.0,6.0,534.0,34_Form20.pdf
34,,,124,SOUMEN ROY,4,528.0,0.0,6.0,534.0,34_Form20.pdf
